,Unnamed: 0,id,gif_id,x,y,url,strength,emotion,colors
1060,1060,907,1064,0.15235,-0.44977170000000005,http://s3-ec.buzzfed.com/static/2014-07/21/10/enhanced/webdr09/anigif_enhanced-buzz-28513-1405953716-6.gif,0.474873777567,calm,"[[44, 51, 34], [155, 242, 207], [90, 112, 97], [9, 17, 8], [74, 209, 144]]"
1061,1061,908,6501,0.396,-0.10526300000000001,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/30/16/anigif_enhanced-18562-1396209862-34.gif,0.40975150905,contented,"[[174, 49, 17], [19, 20, 25], [207, 173, 118], [31, 36, 120], [124, 115, 99]]"
1062,1062,909,5604,-0.4602917,-0.061644000000000004,http://s3-ec.buzzfed.com/static/2014-11/13/13/enhanced/webdr02/anigif_enhanced-buzz-6429-1415904266-18.gif,0.464401153987,unpleasant,"[[143, 63, 33], [212, 158, 108], [240, 217, 184], [61, 34, 21], [161, 114, 80]]"
1063,1063,910,2390,-0.4343598,-0.152968,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr05/31/15/anigif_enhanced-14132-1391199739-29.gif,0.46050802911600003,sad,"[[226, 200, 67], [151, 86, 52], [229, 207, 164], [66, 15, 8], [251, 244, 233]]"
1064,1064,911,4324,0.379254,-0.303653,http://s3-ec.buzzfed.com/static/2014-06/30/0/enhanced/webdr08/anigif_enhanced-buzz-17677-1404102918-6.gif,0.48583818388899996,serene,"[[13, 3, 7], [88, 51, 59], [27, 112, 223], [249, 246, 235], [207, 151, 114]]"
1065,1065,1353,4324,0.09415599999999999,0.188073,http://s3-ec.buzzfed.com/static/2014-06/30/0/enhanced/webdr08/anigif_enhanced-buzz-17677-1404102918-6.gif,0.21032547554900002,alert,"[[13, 3, 7], [207, 151, 114], [27, 112, 223], [88, 51, 59], [249, 246, 235]]"
1066,1066,912,3097,-0.290667,0.349624,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/7/13/1/anigif_enhanced-buzz-32680-1373694313-49.gif,0.454669381271,nervous,"[[164, 190, 196], [65, 59, 47], [96, 111, 127], [61, 167, 211], [139, 201, 40]]"
1067,1067,913,1740,0.142626,-0.4315068,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr05/26/23/anigif_enhanced-5716-1395892305-10.gif,0.454467044264,calm,"[[94, 95, 69], [140, 154, 117], [225, 236, 218], [57, 44, 31], [187, 67, 64]]"
1068,1068,914,3706,0.212,-0.24811999999999998,http://s3-ec.buzzfed.com/static/2014-08/18/18/enhanced/webdr11/anigif_enhanced-6997-1408401047-11.gif,0.326354920907,relaxed,"[[29, 33, 45], [112, 105, 109], [206, 214, 227], [2, 3, 12], [157, 151, 159]]"
1069,1069,915,752,-0.001333,-0.270677,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/6/19/12/anigif_enhanced-buzz-15209-1371657604-5.gif,0.270680282285,subdued,"[[127, 90, 57], [18, 22, 18], [195, 163, 100], [83, 100, 90], [61, 63, 54]]"
1070,1070,2427,752,0.0020829999999999998,-0.453125,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/6/19/12/anigif_enhanced-buzz-15209-1371657604-5.gif,0.453129787714,subdued,"[[19, 24, 20], [84, 98, 88], [68, 65, 54], [144, 104, 64], [202, 172, 105]]"
1071,1071,916,1899,-0.377634,0.230594,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/6/15/anigif_enhanced-buzz-15176-1391719404-4.gif,0.442471502802,stressed,"[[162, 166, 142], [7, 13, 10], [90, 87, 64], [130, 132, 106], [54, 48, 32]]"
1072,1072,2919,1899,-0.10666700000000001,0.496241,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/6/15/anigif_enhanced-buzz-15176-1391719404-4.gif,0.507575589415,tense,"[[7, 13, 10], [128, 129, 103], [89, 86, 63], [160, 165, 140], [54, 48, 32]]"
1073,1073,917,7929,0.458671,-0.171233,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/13/11/anigif_enhanced-buzz-4120-1379086051-4.gif,0.489591489438,contented,"[[23, 4, 1], [157, 113, 91], [128, 70, 52], [187, 166, 146], [70, 27, 17]]"
1074,1074,918,7455,0.282667,-0.323308,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/6/12/21/anigif_enhanced-buzz-3371-1371087970-6.gif,0.429451622133,relaxed,"[[71, 52, 43], [167, 142, 117], [34, 24, 17], [117, 89, 70], [225, 204, 184]]"
1075,1075,919,4975,0.265802,-0.35844699999999996,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/31/4/anigif_enhanced-buzz-24183-1377937313-2.gif,0.44624539775,relaxed,"[[0, 1, 37], [89, 99, 136], [242, 242, 245], [4, 40, 123], [19, 79, 202]]"
1076,1076,3579,4975,0.29,-0.23308299999999998,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/31/4/anigif_enhanced-buzz-24183-1377937313-2.gif,0.372058711616,serene,"[[9, 65, 177], [4, 35, 114], [242, 242, 245], [88, 100, 140], [0, 1, 32]]"
1077,1077,920,7796,-0.290113,0.33561599999999997,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr06/18/16/anigif_enhanced-1543-1395175130-15.gif,0.44362557661300006,nervous,"[[164, 132, 101], [42, 29, 20], [187, 153, 124], [93, 55, 28], [142, 109, 79]]"
1078,1078,922,4159,0.447326,-0.143836,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/16/11/anigif_enhanced-19831-1392568035-9.gif,0.469882267352,contented,"[[39, 41, 86], [83, 105, 221], [55, 57, 131], [27, 27, 44], [69, 80, 176]]"
1079,1079,924,6842,-0.172,0.030075,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/19/0/anigif_enhanced-buzz-28190-1374207986-5.gif,0.17460958056499998,upset,"[[236, 245, 253], [12, 11, 19], [128, 63, 30], [228, 177, 136], [65, 129, 180]]"
1080,1080,925,1054,-0.4294976,-0.166667,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr03/28/16/anigif_enhanced-buzz-29140-1388267438-2.gif,0.46070172269599996,sad,"[[66, 26, 17], [204, 192, 178], [170, 109, 82], [19, 14, 13], [122, 57, 29]]"
1081,1081,926,4780,-0.161333,0.18421099999999999,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr05/23/12/anigif_enhanced-buzz-9567-1387821297-5.gif,0.24487145487,nervous,"[[235, 220, 179], [151, 76, 30], [20, 8, 5], [190, 145, 91], [95, 37, 15]]"
1082,1082,927,2144,0.28363,-0.376712,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/13/16/anigif_enhanced-buzz-13364-1376425261-3.gif,0.47154841516400003,relaxed,"[[18, 14, 10], [94, 78, 76], [155, 139, 153], [207, 206, 230], [53, 42, 36]]"
1083,1083,928,3787,0.40032399999999996,0.230594,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr02/2/11/anigif_enhanced-buzz-21407-1383405268-6.gif,0.46198798448899997,elated,"[[130, 120, 145], [199, 158, 111], [97, 64, 52], [146, 112, 87], [181, 158, 166]]"
1084,1084,3857,3787,-0.4241379,-0.024272,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr02/2/11/anigif_enhanced-buzz-21407-1383405268-6.gif,0.424831835201,unpleasant,"[[180, 157, 167], [89, 59, 51], [141, 106, 78], [131, 119, 142], [198, 157, 110]]"
1085,1085,929,6752,-0.001621,-0.4863014,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2012/12/15/16/anigif_enhanced-buzz-19342-1355608696-6.gif,0.486304101651,subdued,"[[127, 117, 116], [27, 24, 26], [233, 194, 174], [151, 150, 158], [94, 79, 73]]"
1086,1086,2048,6752,-0.25364699999999996,-0.390411,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2012/12/15/16/anigif_enhanced-buzz-19342-1355608696-6.gif,0.46557228174599996,depressed,"[[27, 24, 26], [151, 150, 158], [126, 115, 114], [93, 77, 72], [233, 194, 174]]"
1087,1087,930,4582,0.242667,-0.4962406,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/5/11/anigif_enhanced-8732-1394037527-7.gif,0.552396602069,calm,"[[79, 78, 75], [246, 248, 248], [144, 164, 180], [40, 39, 37], [108, 116, 118]]"
1088,1088,1823,4582,-0.055172000000000006,-0.49029126,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/5/11/anigif_enhanced-8732-1394037527-7.gif,0.493385720523,subdued,"[[247, 249, 248], [80, 80, 77], [146, 166, 182], [42, 40, 38], [109, 118, 121]]"
1089,1089,1927,4582,-0.001333,-0.40225559999999994,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr08/5/11/anigif_enhanced-8732-1394037527-7.gif,0.40225780865099997,subdued,"[[109, 118, 120], [247, 249, 248], [41, 39, 38], [146, 166, 182], [80, 79, 76]]"
1090,1090,932,6751,0.30533299999999997,-0.300752,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2012/12/14/17/anigif_enhanced-buzz-23344-1355523483-8.gif,0.42857905501000004,serene,"[[194, 186, 176], [4, 4, 3], [132, 120, 99], [248, 247, 244], [62, 56, 43]]"
1091,1091,2779,6751,0.359813,-0.342105,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2012/12/14/17/anigif_enhanced-buzz-23344-1355523483-8.gif,0.496488898158,serene,"[[4, 4, 3], [248, 247, 244], [132, 120, 99], [194, 186, 176], [62, 56, 43]]"
1092,1092,933,3143,0.41166899999999995,-0.28082199999999996,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/2/17/anigif_enhanced-buzz-743-1391381440-16.gif,0.49832957091200003,serene,"[[146, 98, 85], [72, 40, 26], [116, 76, 52], [182, 132, 122], [38, 14, 8]]"
1093,1093,935,4928,0.145867,-0.4315068,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/11/7/anigif_enhanced-buzz-25057-1368271432-0.gif,0.455494566527,calm,"[[208, 182, 125], [46, 26, 4], [251, 240, 189], [114, 88, 39], [171, 142, 85]]"
1094,1094,3980,4928,0.42068999999999995,0.098039,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/5/11/7/anigif_enhanced-buzz-25057-1368271432-0.gif,0.43196263914899996,happy,"[[251, 240, 189], [112, 84, 36], [173, 146, 87], [43, 24, 3], [211, 184, 128]]"
1095,1095,936,4070,-0.4294976,-0.034247,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/7/20/1/anigif_enhanced-buzz-31438-1374298276-12.gif,0.430860819076,unpleasant,"[[174, 80, 42], [26, 6, 4], [215, 159, 111], [116, 26, 14], [242, 226, 205]]"
1096,1096,937,4597,0.44408400000000003,0.11643800000000001,http://s3-ec.buzzfed.com/static/2014-09/29/13/enhanced/webdr10/anigif_enhanced-30277-1412013541-28.gif,0.459095204614,happy,"[[52, 46, 54], [141, 70, 38], [149, 116, 105], [19, 13, 14], [204, 194, 189]]"
1097,1097,938,638,0.029983999999999997,0.454338,http://s3-ec.buzzfed.com/static/2014-10/2/22/enhanced/webdr09/anigif_enhanced-buzz-20328-1412302885-15.gif,0.455326320895,active,"[[11, 6, 8], [140, 139, 158], [223, 199, 150], [127, 113, 56], [27, 69, 118]]"
1098,1098,939,6954,-0.4068071,-0.034247,http://s3-ec.buzzfed.com/static/2014-09/24/16/enhanced/webdr11/anigif_enhanced-11209-1411592372-7.gif,0.40824609443300003,unpleasant,"[[9, 2, 3], [171, 119, 104], [234, 174, 135], [98, 46, 30], [189, 72, 20]]"
1099,1099,3219,6954,-0.361333,-0.274436,http://s3-ec.buzzfed.com/static/2014-09/24/16/enhanced/webdr11/anigif_enhanced-11209-1411592372-7.gif,0.453736327601,unhappy,"[[189, 72, 20], [9, 2, 3], [234, 174, 135], [171, 119, 104], [98, 46, 30]]"
1100,1100,3401,6954,-0.10400000000000001,-0.323308,http://s3-ec.buzzfed.com/static/2014-09/24/16/enhanced/webdr11/anigif_enhanced-11209-1411592372-7.gif,0.339623413304,bored,"[[9, 2, 3], [171, 119, 104], [234, 174, 135], [98, 46, 30], [189, 72, 20]]"
1101,1101,940,7422,-0.294976,0.33561599999999997,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr03/10/10/anigif_enhanced-buzz-27846-1381416582-28.gif,0.44682092613499996,nervous,"[[3, 3, 2], [173, 122, 89], [87, 54, 40], [231, 200, 174], [31, 21, 17]]"
1102,1102,941,224,0.288493,0.33105,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/22/14/anigif_enhanced-buzz-12663-1382467529-43.gif,0.43911537612499996,excited,"[[216, 155, 133], [109, 2, 1], [253, 234, 222], [38, 14, 26], [130, 79, 78]]"
1103,1103,1485,224,0.159091,0.298165,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/22/14/anigif_enhanced-buzz-12663-1382467529-43.gif,0.337953123238,excited,"[[216, 155, 133], [38, 14, 26], [108, 2, 0], [253, 234, 222], [131, 78, 77]]"
1104,1104,3301,224,0.349333,0.18797,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr06/22/14/anigif_enhanced-buzz-12663-1382467529-43.gif,0.39669417161,elated,"[[38, 14, 26], [253, 234, 222], [216, 155, 133], [109, 2, 1], [130, 79, 78]]"
1105,1105,942,3258,0.16045399999999999,-0.4406393,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/6/24/11/anigif_enhanced-buzz-31109-1372087853-12.gif,0.468944003928,calm,"[[152, 79, 48], [193, 126, 96], [210, 164, 151], [73, 41, 29], [196, 104, 50]]"
1106,1106,944,4490,-0.4343598,-0.171233,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/6/8/3/anigif_enhanced-buzz-24199-1370678270-0.gif,0.466893109978,sad,"[[118, 104, 97], [19, 24, 28], [22, 82, 99], [189, 191, 193], [81, 70, 62]]"
1107,1107,945,5045,-0.359806,-0.276256,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/14/20/anigif_enhanced-10816-1392428801-19.gif,0.453627308671,unhappy,"[[180, 124, 50], [31, 10, 14], [223, 169, 44], [84, 51, 34], [211, 182, 113]]"
1108,1108,946,2666,0.134522,-0.44520550000000003,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/9/10/22/anigif_enhanced-buzz-13840-1378867337-13.gif,0.465085052129,calm,"[[22, 10, 14], [209, 201, 187], [69, 63, 59], [46, 21, 22], [127, 119, 107]]"
1109,1109,947,3204,0.0,-0.4863014,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/6/26/13/anigif_enhanced-buzz-11787-1372269342-13.gif,0.4863014,subdued,"[[48, 48, 48], [131, 131, 131], [10, 10, 10], [238, 238, 238], [90, 90, 90]]"
1110,1110,2058,3204,-0.285333,-0.394737,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/6/26/13/anigif_enhanced-buzz-11787-1372269342-13.gif,0.487064903332,depressed,"[[10, 10, 10], [131, 131, 131], [90, 90, 90], [238, 238, 238], [48, 48, 48]]"
1111,1111,948,5787,-0.4440843,-0.043379,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/9/18/0/anigif_enhanced-buzz-17894-1379477518-23.gif,0.446197941667,unpleasant,"[[208, 233, 226], [0, 3, 4], [76, 124, 125], [134, 181, 175], [20, 59, 63]]"
1112,1112,949,3304,0.251216,-0.399543,http://s3-ec.buzzfed.com/static/2014-08/6/9/enhanced/webdr06/anigif_enhanced-19992-1407333096-1.gif,0.471957717921,relaxed,"[[57, 38, 48], [159, 104, 78], [111, 69, 56], [23, 17, 25], [132, 113, 140]]"
1113,1113,950,2487,0.364668,0.244292,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr02/28/0/anigif_enhanced-buzz-10130-1385615810-22.gif,0.438932035158,elated,"[[67, 47, 28], [110, 80, 52], [186, 189, 178], [163, 130, 100], [22, 13, 10]]"
1114,1114,951,1891,-0.4489465,0.07990900000000001,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr03/6/16/anigif_enhanced-buzz-17865-1391721364-24.gif,0.45600264049999994,upset,"[[47, 71, 42], [204, 193, 119], [6, 19, 5], [128, 129, 68], [238, 236, 217]]"
1115,1115,952,6919,0.014587000000000001,-0.49086758,http://s3-ec.buzzfed.com/static/enhanced/webdr02/2013/6/8/7/anigif_enhanced-buzz-557-1370689811-0.gif,0.491084271448,subdued,"[[149, 69, 8], [58, 20, 8], [188, 98, 11], [224, 136, 30], [106, 45, 9]]"
1116,1116,954,1135,-0.017828,-0.45890410000000004,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr02/6/0/anigif_enhanced-5232-1394084633-21.gif,0.459250270093,subdued,"[[169, 122, 88], [235, 238, 227], [23, 12, 8], [206, 194, 164], [130, 75, 50]]"
1117,1117,956,3386,0.371151,-0.294521,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/6/11/19/anigif_enhanced-buzz-32063-1370994844-9.gif,0.473809755326,serene,"[[89, 25, 19], [199, 128, 92], [14, 1, 2], [236, 215, 177], [156, 75, 53]]"
1118,1118,1140,3386,0.398667,-0.281955,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/6/11/19/anigif_enhanced-buzz-32063-1370994844-9.gif,0.488297039633,serene,"[[199, 128, 92], [89, 25, 19], [14, 1, 2], [236, 215, 177], [156, 75, 53]]"
1119,1119,957,7427,-0.154667,0.42481199999999997,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr03/21/5/anigif_enhanced-buzz-17846-1387623584-13.gif,0.452091933386,tense,"[[243, 241, 241], [37, 14, 7], [44, 46, 166], [179, 121, 109], [113, 64, 32]]"
1120,1120,958,4431,-0.13776300000000002,0.376712,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/2/22/anigif_enhanced-buzz-16526-1380765935-5.gif,0.40111167411700005,tense,"[[158, 172, 183], [20, 12, 19], [207, 188, 193], [43, 77, 91], [137, 129, 128]]"
1121,1121,959,8086,-0.259319,0.317352,http://s3-ec.buzzfed.com/static/2014-10/26/18/enhanced/webdr08/anigif_enhanced-12448-1414363018-4.gif,0.40982756821000005,nervous,"[[170, 72, 58], [7, 5, 3], [80, 146, 186], [227, 180, 147], [14, 55, 126]]"
1122,1122,960,7993,-0.365333,-0.274436,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr02/13/18/anigif_enhanced-buzz-18178-1381702441-4.gif,0.456928133282,unhappy,"[[71, 68, 47], [79, 117, 134], [193, 73, 47], [166, 186, 170], [40, 37, 23]]"
1123,1123,961,6297,0.16531600000000002,0.399543,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/15/15/anigif_enhanced-buzz-12528-1373918085-25.gif,0.43239332638800004,alert,"[[25, 19, 16], [124, 118, 113], [96, 87, 79], [153, 149, 142], [58, 49, 43]]"
1124,1124,1805,6297,-0.112121,-0.038462,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/15/15/anigif_enhanced-buzz-12528-1373918085-25.gif,0.118534569156,sad,"[[27, 21, 18], [153, 150, 144], [101, 94, 87], [63, 53, 47], [129, 122, 115]]"
1125,1125,3889,6297,0.265333,-0.37969899999999995,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/15/15/anigif_enhanced-buzz-12528-1373918085-25.gif,0.463220176039,relaxed,"[[27, 21, 18], [126, 120, 115], [62, 52, 46], [154, 149, 142], [99, 90, 82]]"
1126,1126,963,3981,0.275527,-0.385845,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/7/29/2/anigif_enhanced-buzz-19913-1375080145-11.gif,0.474121811093,relaxed,"[[218, 171, 154], [38, 23, 25], [213, 102, 74], [119, 32, 19], [246, 218, 197]]"
1127,1127,964,3468,0.334667,0.109023,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr05/6/1/anigif_enhanced-buzz-29024-1381038557-33.gif,0.351977293896,happy,"[[10, 8, 4], [84, 54, 40], [34, 21, 14], [142, 104, 86], [56, 32, 22]]"
1128,1128,966,6699,-0.182667,0.082707,http://s3-ec.buzzfed.com/static/2014-11/13/13/enhanced/webdr02/anigif_enhanced-7931-1415903661-10.gif,0.200518529662,upset,"[[56, 38, 8], [89, 104, 40], [57, 79, 24], [131, 65, 17], [179, 122, 49]]"
1129,1129,967,4581,-0.0032409999999999995,-0.45890410000000004,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr02/4/21/anigif_enhanced-buzz-14816-1393986745-7.gif,0.458915544603,subdued,"[[65, 81, 87], [150, 159, 136], [36, 44, 37], [195, 207, 180], [112, 121, 103]]"
1130,1130,2942,4581,0.282667,-0.37218,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr02/4/21/anigif_enhanced-buzz-14816-1393986745-7.gif,0.467352741822,relaxed,"[[36, 44, 37], [147, 156, 133], [109, 118, 100], [195, 207, 179], [63, 80, 88]]"
1131,1131,968,929,0.285333,-0.255639,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/7/23/anigif_enhanced-buzz-8266-1375932747-16.gif,0.383100795105,serene,"[[231, 231, 231], [88, 88, 88], [151, 151, 151], [22, 22, 22], [199, 199, 199]]"
1132,1132,971,929,0.269333,-0.270677,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/8/7/23/anigif_enhanced-buzz-8266-1375932747-16.gif,0.381845915544,relaxed,"[[22, 22, 22], [189, 189, 189], [141, 141, 141], [225, 225, 225], [82, 82, 82]]"
1133,1133,969,3334,0.442464,-0.121005,http://s3-ec.buzzfed.com/static/2014-06/6/12/enhanced/webdr02/anigif_enhanced-8295-1402073016-21.gif,0.45871189359,contented,"[[247, 234, 212], [99, 13, 37], [229, 167, 106], [20, 7, 32], [175, 74, 53]]"
1134,1134,970,5059,0.16531600000000002,-0.45890410000000004,http://s3-ec.buzzfed.com/static/enhanced/webdr05/2013/7/12/9/anigif_enhanced-buzz-23325-1373636701-11.gif,0.48777284964699996,calm,"[[58, 24, 14], [189, 149, 125], [233, 215, 198], [103, 49, 26], [152, 91, 63]]"
1135,1135,972,1551,-0.4294976,0.084475,http://s3-ec.buzzfed.com/static/2013-12/enhanced/webdr05/2/2/anigif_enhanced-buzz-12471-1385967907-6.gif,0.43772618613799996,upset,"[[13, 7, 9], [214, 249, 249], [126, 126, 125], [180, 195, 188], [69, 60, 62]]"
1136,1136,973,6863,-0.156,-0.41353379999999995,http://s3-ec.buzzfed.com/static/enhanced/webdr03/2013/7/30/1/anigif_enhanced-buzz-30435-1375161000-0.gif,0.441979868028,bored,"[[211, 130, 92], [77, 27, 36], [12, 5, 7], [142, 48, 75], [208, 147, 221]]"
1137,1137,974,8071,0.388979,-0.28538800000000003,http://s3-ec.buzzfed.com/static/enhanced/webdr01/2013/8/31/3/anigif_enhanced-buzz-5168-1377932908-5.gif,0.482442714719,serene,"[[248, 248, 248], [143, 143, 143], [209, 209, 209], [70, 70, 70], [182, 182, 182]]"
1138,1138,975,7612,-0.4327391,-0.06621,http://s3-ec.buzzfed.com/static/2014-11/14/22/enhanced/webdr12/anigif_enhanced-23083-1416021950-12.gif,0.43777493392,unpleasant,"[[37, 17, 15], [7, 6, 10], [83, 73, 96], [44, 41, 65], [77, 45, 25]]"
1139,1139,976,7942,-0.408,0.078947,http://s3-ec.buzzfed.com/static/2014-09/18/20/enhanced/webdr07/anigif_enhanced-20643-1411087302-1.gif,0.415567838997,upset,"[[16, 9, 7], [85, 71, 71], [163, 150, 147], [126, 110, 111], [55, 41, 36]]"
1140,1140,977,7528,-0.445705,0.07534199999999999,http://s3-ec.buzzfed.com/static/2014-07/16/20/enhanced/webdr05/anigif_enhanced-26466-1405557771-23.gif,0.45202805663900003,upset,"[[103, 129, 148], [200, 223, 237], [6, 9, 7], [218, 154, 142], [60, 69, 61]]"
1141,1141,979,2452,0.298667,-0.323308,http://s3-ec.buzzfed.com/static/2014-04/enhanced/webdr04/30/20/anigif_enhanced-14369-1398905788-17.gif,0.44014774764,relaxed,"[[199, 199, 198], [13, 10, 11], [109, 101, 100], [252, 252, 252], [153, 150, 148]]"
1142,1142,980,3630,-0.265333,-0.360902,http://s3-ec.buzzfed.com/static/2014-04/enhanced/webdr07/29/17/anigif_enhanced-14964-1398806336-27.gif,0.44794179810900003,depressed,"[[189, 80, 11], [196, 176, 138], [244, 240, 214], [99, 133, 125], [43, 23, 15]]"
1143,1143,1691,3630,0.261333,-0.353383,http://s3-ec.buzzfed.com/static/2014-04/enhanced/webdr07/29/17/anigif_enhanced-14964-1398806336-27.gif,0.439516190348,relaxed,"[[210, 180, 133], [189, 80, 11], [43, 23, 15], [103, 137, 130], [245, 244, 220]]"
1144,1144,981,6926,0.445705,0.107306,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/2/13/anigif_enhanced-buzz-6891-1375466089-5.gif,0.458440317447,happy,"[[77, 64, 40], [148, 144, 124], [25, 22, 11], [212, 216, 208], [122, 99, 73]]"
1145,1145,1440,6926,0.0,0.011278,http://s3-ec.buzzfed.com/static/enhanced/webdr06/2013/8/2/13/anigif_enhanced-buzz-6891-1375466089-5.gif,0.011278,active,"[[81, 66, 41], [215, 218, 212], [25, 22, 11], [156, 155, 137], [126, 105, 80]]"
1146,1146,982,5369,-0.358667,-0.259398,http://s3-ec.buzzfed.com/static/2013-10/enhanced/webdr01/1/19/anigif_enhanced-buzz-11216-1380671128-15.gif,0.442639062096,unhappy,"[[133, 130, 128], [36, 25, 15], [151, 153, 157], [107, 92, 83], [67, 56, 44]]"
1147,1147,983,3859,0.44894700000000004,-0.171233,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr03/8/23/anigif_enhanced-buzz-5731-1383972940-6.gif,0.480493651465,contented,"[[22, 19, 17], [245, 245, 245], [146, 144, 143], [205, 204, 203], [83, 80, 78]]"
1148,1148,3204,3859,0.43273900000000004,0.10274000000000001,http://s3-ec.buzzfed.com/static/2013-11/enhanced/webdr03/8/23/anigif_enhanced-buzz-5731-1383972940-6.gif,0.444767972904,happy,"[[146, 144, 143], [22, 19, 17], [245, 245, 245], [83, 80, 78], [205, 204, 203]]"
1149,1149,984,3493,0.43111800000000006,-0.15753399999999998,http://s3-ec.buzzfed.com/static/2014-08/7/16/enhanced/webdr02/anigif_enhanced-9315-1407442940-26.gif,0.458998574159,contented,"[[23, 10, 21], [200, 111, 125], [139, 58, 68], [234, 173, 178], [65, 21, 29]]"
1150,1150,985,3419,0.144246,-0.4178082,http://s3-ec.buzzfed.com/static/2014-06/4/17/enhanced/webdr03/anigif_enhanced-7236-1401916477-1.gif,0.44200746656999995,calm,"[[163, 152, 110], [110, 97, 63], [203, 211, 214], [35, 31, 20], [70, 123, 137]]"
1151,1151,986,7449,0.248,0.033835000000000004,http://s3-ec.buzzfed.com/static/2014-01/enhanced/webdr06/30/12/anigif_enhanced-10955-1391104382-5.gif,0.250297437512,pleasant,"[[78, 64, 45], [159, 157, 149], [10, 6, 5], [158, 155, 40], [223, 218, 209]]"
1152,1152,988,7133,-0.027999999999999997,-0.28571399999999997,http://s3-ec.buzzfed.com/static/2014-03/enhanced/webdr03/18/18/anigif_enhanced-29239-1395180121-1.gif,0.287082722914,subdued,"[[103, 55, 74], [213, 140, 151], [166, 97, 121], [244, 193, 176], [36, 17, 38]]"
1153,1153,989,4255,-0.4424635,-0.02968,http://s3-ec.buzzfed.com/static/2014-02/enhanced/webdr06/6/8/anigif_enhanced-20629-1391693504-3.gif,0.443457834785,unpleasant,"[[151, 77, 22], [168, 112, 79], [24, 0, 8], [186, 120, 176], [103, 22, 8]]"
